113191992826421637,261887437010025729,899251006442,629410100002,3,6294101,54163.374374,854.73,1552.92,1.095,1.095,10.56,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,199.2826045506832031,4.3259022734874835,0.220,0.219,-999.000000,-999.000000,-999.000000,2.112,23.231,0.021,10.56,5.00,0.150,0.029,300.00,1.00,1.0,1
113691989360776807,261887437010025730,899251006507,629410100003,3,6294101,54163.374374,2459.17,46.32,1.095,1.095,5.67,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,198.9360868002645475,4.7469408813337326,0.220,0.219,-999.000000,-999.000000,-999.000000,1.134,23.906,0.038,5.67,5.00,0.252,0.054,300.00,1.00,1.0,1
113891995474759576,261887437010025731,899251006542,629410100004,3,6294101,54163.374374,3929.87,739.10,0.908,0.908,41.53,6.03,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,199.5474192614493347,4.9159167120451617,0.182,0.182,-999.000000,-999.000000,-999.000000,8.307,21.744,0.004,41.53,6.03,0.091,0.006,300.00,1.00,1.0,1
114091976101640469,261887437020023687,899251006601,629410100005,3,6294102,54163.374374,2821.32,1347.55,1.095,1.095,6.72,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,197.6100750264776593,5.0749909427179052,0.220,0.219,-999.000000,-999.000000,-999.000000,1.344,23.721,0.032,6.72,5.00,0.516,0.045,300.00,1.00,1.0,1
111521977465996052,261887437030025141,899251006633,629410100006,3,6294103,54163.374374,2911.59,3703.98,1.095,1.095,17.04,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,197.7465819161107845,2.9380605970329912,0.219,0.219,-999.000000,-999.000000,-999.000000,3.407,22.711,0.013,17.04,5.00,0.145,0.018,300.00,1.00,1.0,1
111731993878304489,261887437040025448,899251006851,629410100007,3,6294104,54163.374374,1188.27,1734.62,1.095,1.095,7.88,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,199.3878357787176014,3.1117642590922769,0.219,0.219,-999.000000,-999.000000,-999.000000,1.576,23.549,0.028,7.88,5.00,0.321,0.039,300.00,1.00,1.0,1
112571999509798778,261887437040025449,899251007155,629410100008,3,6294104,54163.374374,93.30,1556.03,1.095,1.095,5.44,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,199.9510640091665152,3.8153133613727643,0.220,0.219,-999.000000,-999.000000,-999.000000,1.089,23.950,0.040,5.44,5.00,0.177,0.056,300.00,1.00,1.0,1
114291989717983863,261887437010025732,899251007182,629410100009,3,6294101,54163.374374,656.89,3491.03,1.095,1.095,6.66,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,198.9718396682934554,5.2445457286589452,0.220,0.219,-999.000000,-999.000000,-999.000000,1.331,23.732,0.033,6.66,5.00,0.203,0.046,300.00,1.00,1.0,1
114271977552706732,261887437020023688,899251007290,629410100010,3,6294102,54163.374374,3535.45,203.97,1.095,1.095,7.63,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,197.7553300544118144,5.2302059698787318,0.220,0.219,-999.000000,-999.000000,-999.000000,1.526,23.584,0.028,7.63,5.00,0.086,0.040,300.00,1.00,1.0,1
112001974607522214,261887437030025142,899251007660,629410100011,3,6294103,54163.374374,1355.03,706.68,1.095,1.095,5.70,5.00,0.86,0.68,2.00,0.00,1.00,0,-999,-999,2008-05-21,0,197.4607829714881859,3.3346572222679316,0.219,0.219,-999.000000,-999.000000,-999.000000,1.140,23.900,0.038,5.70,5.00,0.195,0.053,300.00,1.00,1.0,1
