110611934377893738,261887524030000001,2910007351,629430000001,3,6294303,54163.375250,3713.78,3103.57,0.050,0.050,14686.82,121.90,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.43779058,2.17775149,0.010,0.010,-999.0,-999.0,-999.0,2937.364,15.373,0.000,14686.82,121.90,0.122,0.000,300.00,1.00,0.0,1
110611948473204419,261887524040000001,2910007536,629430000002,3,6294304,54163.375250,562.19,1406.80,0.155,0.155,583.10,25.01,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,194.84731718,2.17832422,0.031,0.031,-999.0,-999.0,-999.0,116.620,18.876,0.000,583.10,25.01,0.948,0.000,300.00,1.00,0.0,1
110601948499909586,261887524040000002,2910007538,629430000003,3,6294304,54163.375250,3942.10,2905.24,0.313,0.313,145.17,12.43,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,194.84997329,2.17429832,0.063,0.063,-999.0,-999.0,-999.0,29.034,20.385,0.001,145.17,12.43,1.184,0.001,300.00,1.00,0.0,1
110741933402861521,261887524030000002,2910007655,629430000004,3,6294303,54163.375250,3963.69,1292.39,0.154,0.154,613.17,25.21,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.34028220,2.28423276,0.031,0.031,-999.0,-999.0,-999.0,122.633,18.821,0.000,613.17,25.21,0.309,0.000,300.00,1.00,0.0,1
110751933413691059,261887524030000003,2910007656,629430000005,3,6294303,54163.375250,3896.17,2156.52,0.050,0.050,60832.13,245.92,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.34136814,2.29217921,0.010,0.010,-999.0,-999.0,-999.0,12166.426,13.830,0.000,60832.13,245.92,0.005,0.000,300.00,1.00,0.0,1
110701933521116574,261887524030000004,2910007657,629430000006,3,6294303,54163.375250,1286.47,2746.02,0.258,0.258,231.68,15.05,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.35214630,2.25510311,0.052,0.052,-999.0,-999.0,-999.0,46.336,19.878,0.000,231.68,15.05,0.809,0.000,300.00,1.00,0.0,1
110701933719944880,261887524030000005,2910007659,629430000007,3,6294303,54163.375250,3518.81,2372.50,0.063,0.063,3752.24,61.24,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.37199607,2.25369116,0.013,0.013,-999.0,-999.0,-999.0,750.449,16.854,0.000,3752.24,61.24,0.106,0.000,300.00,1.00,0.0,1
110711933726042301,261887524030000006,2910007660,629430000008,3,6294303,54163.375250,2044.90,2214.75,0.187,0.187,432.20,20.78,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.37261569,2.25987672,0.037,0.037,-999.0,-999.0,-999.0,86.441,19.201,0.000,432.20,20.78,0.827,0.000,300.00,1.00,0.0,1
110701933765411527,261887524030000007,2910007661,629430000009,3,6294303,54163.375250,722.26,3305.13,0.056,0.056,4722.54,69.06,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.37653592,2.25090296,0.011,0.011,-999.0,-999.0,-999.0,944.508,16.605,0.000,4722.54,69.06,0.695,0.000,300.00,1.00,0.0,1
110661933946539107,261887524030000008,2910007662,629430000010,3,6294303,54163.375250,412.56,57.49,0.203,0.203,359.29,19.16,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.39462521,2.22388426,0.041,0.041,-999.0,-999.0,-999.0,71.858,19.401,0.000,359.29,19.16,0.377,0.000,300.00,1.00,0.0,1
110661933958431908,261887524030000009,2910007663,629430000011,3,6294303,54163.375250,1452.65,3585.83,0.075,0.075,2633.25,51.57,0.61,0.49,144.93,1.00,1.00,0,-999,-999,2008-05-21,0,193.39584368,2.21788729,0.015,0.015,-999.0,-999.0,-999.0,526.650,17.239,0.000,2633.25,51.57,0.134,0.000,300.00,1.00,0.0,1
